trade_id,trader_id,company_id,ticker,trade_timestamp,action,instrument,order_type,quantity,price,trade_value,volume_ratio,volume_zscore_30d,trade_frequency_1h,trade_frequency_24h,buy_sell_ratio,hours_to_next_event,hours_since_last_event,is_pre_event_window,peer_group_deviation,unusual_instrument_flag,after_hours_flag,consecutive_profitable_trades,price_impact_proxy,network_risk,pnl_pct,fraud_probability,anomaly_score,rule_engine_score,risk_score,severity,is_anomalous,anomaly_type
TRD0108028,TRD0223,CMP027,BNLN,2025-11-06 11:59:09,BUY,Equity,Stop-Loss,52308,296.11,15488921.88,6.2978,4.9772,4,9,2.7829,40.22,9999.0,True,3.6744,False,False,3,0.8242,0.2078,4.4,0.8822,0.9095,0.829,81.5,High,True,insider_trading
TRD0003259,TRD0090,CMP010,VTWH,2025-10-05 14:29:14,SELL,Equity,Cover Order,8082,104.78,846831.96,1.2087,0.6916,2,8,0.9318,992.18,9999.0,False,-0.5818,False,False,3,0.025,0.6416,0.21,0.064,0.0409,0.0294,10.96,Low,False,none
TRD0012342,TRD0049,CMP007,PZVF,2026-03-13 12:49:24,BUY,ETF,Stop-Loss,17294,60.74,1050437.56,5.8019,4.036,1,21,2.0216,27.65,1050.8,True,4.8348,False,False,4,0.258,0.0563,8.34,0.6669,0.6489,0.8206,62.35,Medium,True,pump_and_dump
TRD0088003,TRD0351,CMP009,QWEI,2026-05-27 18:21:27,BUY,Equity,Cover Order,351250,126.0,44257500.0,6.6238,4.5825,2,21,2.3172,9999.0,7.55,False,3.7167,False,True,7,0.6825,0.6234,4.54,0.9727,0.5043,0.5385,73.21,High,True,circular_trading
TRD0017103,TRD0450,CMP042,EKVN,2026-04-14 12:11:58,SELL,Equity,Market,141024,209.94,29606578.56,1.7213,0.4286,2,5,1.1785,428.02,1095.74,False,0.5273,False,False,5,0.0167,0.0638,0.22,0.0582,0.0924,0.002,6.06,Low,False,none
TRD0037213,TRD0475,CMP059,RFEI,2026-03-20 13:16:41,SELL,Options,Market,1903303,79.95,152169074.85,5.5456,4.8761,1,9,2.3218,3.18,339.08,True,2.3842,True,False,0,0.2866,0.8184,-5.25,0.6566,0.8976,0.8607,77.57,High,True,pump_and_dump
TRD0001333,TRD0444,CMP003,NCBQ,2026-05-11 08:45:43,BUY,Equity,Market,186542,114.06,21276980.52,6.3703,6.0765,2,17,1.5326,23.27,1052.51,True,4.7514,False,True,2,0.1517,0.2163,0.84,0.6601,0.9545,0.576,69.14,Medium,True,spoofing
TRD0038287,TRD0358,CMP012,INMT,2026-01-07 15:44:04,SELL,ETF,Cover Order,38255,205.12,7846865.6,1.2983,0.635,1,13,1.5343,607.68,9999.0,False,1.3943,False,False,6,0.0308,0.5422,0.8,0.184,0.0856,0.0133,16.47,Low,False,none
TRD0104276,TRD0182,CMP018,YGCX,2026-03-10 09:14:53,BUY,Equity,Cover Order,13376,739.45,9890883.2,1.1565,-0.2297,1,17,0.7627,847.87,206.48,False,0.3702,False,False,0,0.0706,0.2187,-1.36,0.0381,0.0124,0.1046,5.84,Low,False,none
TRD0081974,TRD0002,CMP007,PZVF,2026-03-13 07:46:37,BUY,ETF,Market,43044,10.59,455835.96,1.1987,1.3198,4,4,0.8448,32.69,1045.75,True,0.7173,False,True,0,0.0198,0.2937,-4.53,0.1969,0.1498,0.0354,16.82,Low,False,none
TRD0050088,TRD0248,CMP045,BPXM,2026-01-04 11:19:35,SELL,ETF,Cover Order,82212,244.92,20135363.04,1.4739,-0.8786,3,22,0.6996,636.09,9999.0,False,1.2765,False,False,0,0.0477,0.4378,-1.91,0.2326,0.0093,0.0171,15.38,Low,False,none
TRD0056199,TRD0042,CMP049,JIRH,2026-01-26 11:20:42,BUY,ETF,Market,917985,194.97,178979535.45,9.1077,6.6218,5,22,1.5294,45.21,9999.0,True,4.2307,False,False,3,0.4527,0.4561,1.08,0.6867,0.6034,0.7963,65.51,Medium,True,layering
TRD0065799,TRD0075,CMP014,DJHR,2026-03-09 10:46:04,SELL,Options,Bracket Order,31189,155.87,4861429.43,1.407,-0.3315,2,9,1.5555,927.58,556.06,False,-1.1459,True,False,2,0.0793,0.1644,5.92,0.0957,0.1248,0.0602,10.6,Low,False,none
TRD0119960,TRD0379,CMP002,JBDO,2025-11-22 15:01:14,SELL,ETF,Cover Order,23972,122.54,2937528.88,1.3715,-1.2398,4,10,0.7645,248.62,9999.0,False,0.4224,False,False,0,0.0906,0.0015,-3.26,0.0222,0.1843,0.1252,8.42,Low,False,none
TRD0058744,TRD0312,CMP045,BPXM,2026-05-30 07:01:46,SELL,ETF,Stop-Loss,465349,247.0,114941203.0,9.5519,4.8807,4,2,2.835,44.2,917.68,True,2.1268,False,True,3,0.7314,0.7761,0.46,0.8712,0.9583,0.7374,86.78,Critical,True,layering
TRD0108936,TRD0367,CMP005,QSGC,2025-12-29 08:28:39,BUY,Equity,Bracket Order,340659,132.07,44990834.13,4.6197,5.4927,5,7,1.5227,5.65,9999.0,True,4.5454,False,True,2,0.6292,0.094,6.95,0.9311,0.7426,0.681,75.33,High,True,insider_trading
TRD0056582,TRD0041,CMP049,JIRH,2026-01-27 13:39:04,BUY,Options,Market,263426,179.74,47348189.24,9.4349,2.5585,4,16,2.9542,18.9,9999.0,True,3.8695,True,False,3,0.9426,0.862,4.18,0.8378,0.9672,0.8327,87.83,Critical,True,insider_trading
TRD0099416,TRD0381,CMP050,MCCS,2026-05-13 09:03:52,BUY,Equity,Cover Order,40508,88.55,3586983.4,0.7685,-0.6104,5,13,1.0775,881.34,394.65,False,-0.631,False,False,2,0.1063,0.039,0.83,0.0924,0.0068,0.0284,5.18,Low,False,none
TRD0069773,TRD0042,CMP057,PNYK,2025-12-09 11:53:30,SELL,Equity,Bracket Order,684837,51.23,35084199.51,6.1011,6.1096,1,16,2.0827,2.16,644.2,True,4.1627,False,False,3,0.8187,0.4561,7.08,0.6983,0.4057,0.3928,54.05,Medium,True,insider_trading
TRD0066870,TRD0088,CMP020,IARJ,2026-04-01 15:41:54,SELL,Equity,Cover Order,23381,1088.86,25458635.66,0.7109,-0.2913,3,10,0.8855,364.95,305.68,False,0.5231,False,False,1,0.0199,0.0497,5.05,0.0454,0.028,0.0116,3.55,Low,False,none
TRD0114237,TRD0319,CMP023,OTXX,2026-01-03 14:36:17,SELL,Equity,Cover Order,178449,3194.21,570003580.29,1.0142,-0.8988,1,16,1.9997,2812.57,45.2,False,1.0641,False,False,3,0.0112,0.3621,1.38,0.0969,0.0108,0.006,8.4,Low,False,none
TRD0004641,TRD0235,CMP039,JDXM,2025-12-10 13:12:11,BUY,Equity,Market,9628,100.47,967325.16,0.9591,-1.4671,5,13,1.7398,568.45,9999.0,False,-0.6948,False,False,5,0.0362,0.3386,3.99,0.0735,0.0968,0.036,10.14,Low,False,none
TRD0086863,TRD0315,CMP037,BUYO,2026-01-21 15:40:42,BUY,ETF,Market,3643,234.91,855777.13,1.2076,0.4295,5,19,0.6412,309.76,9999.0,False,0.3493,False,False,0,0.0614,0.4596,-1.03,0.0137,0.0588,0.0863,8.27,Low,False,none
TRD0063130,TRD0184,CMP049,JIRH,2026-01-26 14:55:54,BUY,ETF,Stop-Loss,679491,179.01,121635683.91,3.9109,5.895,4,3,3.6724,41.62,9999.0,True,4.0894,False,False,7,0.2611,0.8894,2.39,0.8303,0.6721,0.8826,79.66,High,True,layering
TRD0097801,TRD0284,CMP030,FHSA,2026-01-19 13:29:19,BUY,Equity,Limit,101895,174.47,17777620.65,0.9098,0.0683,5,4,1.3165,3631.57,526.46,False,0.1857,False,False,5,0.0572,0.0834,2.08,0.0578,0.0166,0.115,5.66,Low,False,none
TRD0097775,TRD0184,CMP032,MXGK,2026-02-26 13:38:30,BUY,Equity,Cover Order,898952,1123.33,1009819750.16,5.7917,2.6604,4,9,3.2738,16.75,683.31,True,3.7145,False,False,6,0.4087,0.8894,2.3,0.701,0.5867,0.6505,67.8,Medium,True,layering
TRD0055470,TRD0248,CMP017,FNLM,2026-03-11 17:35:13,SELL,ETF,Stop-Loss,619225,646.01,400025542.25,11.4932,4.9131,2,4,2.9326,3.68,9999.0,True,2.7171,False,True,6,0.7216,0.4378,1.75,0.9295,0.9198,0.7811,85.52,Critical,True,wash_trading
TRD0082745,TRD0372,CMP023,OTXX,2025-11-21 12:46:57,SELL,Futures,Cover Order,263510,3207.14,845113461.4,11.0059,4.4372,4,3,2.3609,41.32,9999.0,True,3.5713,True,False,3,0.9903,0.5577,2.9,0.7073,0.7298,0.5999,68.3,Medium,True,insider_trading
TRD0079097,TRD0313,CMP005,QSGC,2026-01-21 14:22:50,SELL,ETF,Market,38832,139.85,5430655.2,0.85,0.4919,1,15,1.5619,942.71,552.25,False,1.3334,False,False,6,0.0941,0.2919,3.68,0.2323,0.0499,0.0595,15.76,Low,False,none
TRD0084596,TRD0012,CMP002,JBDO,2025-12-06 11:14:31,BUY,ETF,Cover Order,24684,116.63,2878894.92,1.0197,0.7953,2,13,1.3425,1816.28,83.61,False,0.2266,False,False,0,0.0256,0.3877,-6.43,0.035,0.0838,0.2165,11.21,Low,False,none
TRD0052077,TRD0173,CMP019,ADNW,2025-11-29 08:21:56,BUY,Equity,Market,57867,9.01,521381.67,1.0712,-0.364,3,2,1.7412,823.09,9999.0,False,-0.4902,False,True,0,0.0481,0.1751,-2.89,0.0336,0.0017,0.1807,6.02,Low,False,none
TRD0051448,TRD0465,CMP041,LXML,2026-01-06 12:15:37,BUY,ETF,Market,8927,452.87,4042770.49,0.752,-0.5385,4,16,0.5811,24.86,436.31,True,0.1923,False,False,6,0.1199,0.1448,0.5,0.0228,0.0458,0.059,4.73,Low,False,none
TRD0109905,TRD0184,CMP013,RXNL,2026-01-08 07:47:59,BUY,ETF,Limit,576010,97.03,55890250.3,3.5294,3.1576,4,3,2.9596,1335.5,4.45,False,2.5334,False,True,7,0.8715,0.8894,5.87,0.8672,0.8548,0.7658,85.05,Critical,True,pump_and_dump
TRD0016460,TRD0210,CMP006,XBFQ,2026-02-16 17:56:05,SELL,Futures,Bracket Order,108927,65.52,7136897.04,4.5234,2.7561,4,19,3.732,772.38,5.31,False,4.554,True,True,2,0.0395,0.8977,0.62,0.8791,0.9528,0.8706,90.18,Critical,True,spoofing
TRD0052112,TRD0336,CMP030,FHSA,2026-06-18 14:23:51,BUY,Futures,Limit,161773,117.22,18963031.06,4.2893,4.0329,5,10,1.8208,30.66,4127.36,True,2.3444,True,False,6,0.1452,0.7178,2.05,0.9471,0.8164,0.8354,86.82,Critical,True,insider_trading
TRD0079484,TRD0403,CMP031,NGEI,2025-10-29 10:34:52,SELL,Equity,Stop-Loss,41080,450.86,18521328.8,1.4301,2.0588,3,7,0.7576,1749.62,9999.0,False,0.4746,False,False,0,0.0908,0.3501,-0.04,0.1336,0.1226,0.0253,13.57,Low,False,none
TRD0095697,TRD0097,CMP059,RFEI,2026-01-29 08:43:56,SELL,Futures,Cover Order,455113,50.8,23119740.4,10.0874,6.7013,4,4,2.8454,16.65,1155.37,True,2.1795,True,True,0,0.1604,0.8788,-0.54,0.95,0.8093,0.8081,87.94,Critical,True,layering
TRD0050565,TRD0499,CMP041,LXML,2026-06-26 14:05:29,SELL,ETF,Bracket Order,185291,453.77,84079497.07,1.4099,-0.6186,4,10,0.7317,9999.0,1667.07,False,-0.0721,False,False,0,0.0587,0.3768,-3.87,0.1166,0.0971,0.0649,12.9,Low,False,none
TRD0108622,TRD0226,CMP057,PNYK,2025-10-12 18:52:17,BUY,Equity,Market,20017,105.35,2108790.95,1.2717,0.0661,1,24,1.0996,740.82,9999.0,False,-0.3424,False,True,3,0.0877,0.2349,0.46,0.0248,0.0916,0.0431,6.86,Low,False,none
TRD0007372,TRD0011,CMP039,JDXM,2026-05-04 10:37:35,SELL,Futures,Market,684521,85.74,58690830.54,11.4417,6.4799,4,21,1.7669,42.52,1250.72,True,4.2479,True,False,5,0.6908,0.2215,7.6,0.7821,0.8291,0.5418,70.41,High,True,spoofing
TRD0112976,TRD0283,CMP011,CGLO,2026-04-25 10:25:52,SELL,Options,Stop-Loss,75897,48.36,3670378.92,1.1683,-0.7998,4,16,1.3291,248.9,242.43,False,0.016,True,False,0,0.104,0.1352,-7.23,0.0827,0.1555,0.0555,10.57,Low,False,none
TRD0065363,TRD0063,CMP019,ADNW,2026-04-21 14:19:42,BUY,Equity,Stop-Loss,392684,24.21,9506879.64,9.3976,2.9687,1,24,2.8505,22.99,2614.87,True,3.6955,False,False,1,0.8219,0.6313,11.04,0.9156,0.9253,0.6876,85.59,Critical,True,layering
TRD0108593,TRD0146,CMP032,MXGK,2026-05-25 11:48:10,SELL,Equity,Cover Order,71732,1143.81,82047778.92,0.9501,0.813,2,23,1.5391,570.12,123.84,False,-0.5283,False,False,2,0.0342,0.2545,1.7,0.017,0.22,0.0448,10.58,Low,False,none
TRD0034279,TRD0462,CMP032,MXGK,2026-05-20 10:56:13,SELL,Equity,Stop-Loss,150757,1171.89,176670620.73,5.1641,6.5348,3,10,1.7214,690.99,2.98,False,2.9929,False,False,7,0.0982,0.5748,6.53,0.946,0.8974,0.7484,86.47,Critical,True,spoofing
TRD0018599,TRD0042,CMP021,TXFE,2026-05-26 09:40:49,BUY,ETF,Stop-Loss,743756,66.52,49474649.12,6.5085,4.8992,5,8,3.6563,38.56,3247.28,True,4.5074,False,False,1,0.5491,0.4561,2.83,0.9598,0.8771,0.6903,84.42,High,True,pump_and_dump
TRD0111990,TRD0143,CMP056,ASGU,2026-01-13 11:57:40,SELL,ETF,Cover Order,9643,756.49,7294833.07,0.8667,1.2108,3,20,0.5055,1434.85,1394.72,False,0.4039,False,False,3,0.0167,0.1682,1.2,0.2615,0.0664,0.0997,16.94,Low,False,none
TRD0000028,TRD0203,CMP004,KQZJ,2025-10-31 13:32:08,BUY,Equity,Stop-Loss,6746,114.31,771135.26,1.1649,-0.2073,3,5,0.7893,490.26,9999.0,False,-1.3462,False,False,2,0.1461,0.1169,0.63,0.2692,0.0141,0.0882,15.03,Low,False,none
TRD0098041,TRD0101,CMP048,JGWJ,2025-10-02 11:51:33,SELL,ETF,Market,22718,119.79,2721389.22,0.956,1.1428,2,22,0.5632,1225.01,9999.0,False,-0.1869,False,False,0,0.0019,0.12,-0.06,0.0149,0.0611,0.0102,3.86,Low,False,none
TRD0042668,TRD0269,CMP043,QBPR,2026-05-20 13:14:44,BUY,ETF,Limit,165019,462.78,76367492.82,5.4125,6.2836,1,22,2.6682,34.92,109.17,True,3.2719,False,False,5,0.5505,0.1493,5.98,0.8674,0.5846,0.4473,64.77,Medium,True,insider_trading
TRD0001568,TRD0335,CMP043,QBPR,2026-01-27 15:20:46,BUY,ETF,Bracket Order,23370,400.16,9351739.2,0.9083,1.4923,2,15,0.8702,24.55,9999.0,True,1.4434,False,False,6,0.029,0.1169,2.52,0.0119,0.0026,0.0506,2.54,Low,False,none
TRD0031949,TRD0208,CMP036,UCCA,2026-02-09 12:21:59,BUY,Equity,Stop-Loss,173640,119.1,20680524.0,0.8991,-0.9565,5,7,1.161,1131.4,651.27,False,0.7533,False,False,0,0.0552,0.2359,-0.9,0.2144,0.0218,0.0012,12.68,Low,False,none
TRD0025525,TRD0242,CMP034,SIHG,2026-06-22 09:28:50,SELL,Equity,Limit,3168,303.8,962438.4,0.6257,0.0467,3,18,1.947,9999.0,863.64,False,0.1216,False,False,0,0.0489,0.4246,-7.32,0.1812,0.1311,0.0546,17.15,Low,False,none
TRD0080541,TRD0314,CMP005,QSGC,2026-03-01 09:59:46,SELL,ETF,Stop-Loss,53848,131.58,7085319.84,10.8183,6.5066,2,22,3.62,11.09,1483.87,True,2.5865,False,False,0,1.0272,0.2237,-4.81,0.7373,0.938,0.7469,74.76,High,True,insider_trading
TRD0059576,TRD0385,CMP002,JBDO,2026-02-25 13:52:31,BUY,ETF,Cover Order,108223,112.49,12174005.27,9.8509,4.0106,4,21,1.8847,0.7,130.35,True,4.2697,False,False,3,0.4726,0.69,3.06,0.9523,0.7679,0.8643,85.76,Critical,True,spoofing
TRD0097903,TRD0093,CMP043,QBPR,2025-11-29 14:17:31,BUY,ETF,Stop-Loss,169235,424.74,71880873.9,0.8197,-0.4108,5,14,1.2611,1441.6,9999.0,False,0.985,False,False,6,0.0859,0.1006,1.79,0.096,0.0424,0.1239,8.46,Low,False,none
TRD0051223,TRD0333,CMP056,ASGU,2026-03-13 14:07:18,BUY,Futures,Cover Order,1129862,705.61,797241925.82,8.3829,2.7817,3,16,3.7919,16.69,2812.88,True,2.2204,True,False,4,0.5443,0.0642,0.82,0.8098,0.6599,0.6721,66.96,Medium,True,layering
TRD0059706,TRD0121,CMP039,JDXM,2026-03-11 13:02:08,SELL,Options,Bracket Order,137686,80.88,11136043.68,7.8331,5.7907,1,21,3.6416,42.87,189.67,True,3.2095,True,False,1,0.449,0.2252,7.2,0.9526,0.5825,0.4619,69.52,Medium,True,insider_trading
TRD0012814,TRD0414,CMP052,QXXS,2025-11-17 08:09:53,BUY,ETF,Limit,3651,1780.86,6501919.86,4.2595,6.2927,3,15,2.4475,34.54,191.8,True,2.1288,False,True,3,0.3962,0.8918,7.06,0.9322,0.6907,0.5819,80.32,High,True,spoofing
TRD0021624,TRD0431,CMP059,RFEI,2026-06-12 14:40:06,BUY,ETF,Market,62584,46.99,2940822.16,3.1172,4.4748,3,24,2.4471,0.55,2014.21,True,3.8102,False,False,5,0.3346,0.1533,7.95,0.8404,0.6482,0.6438,68.45,Medium,True,layering
TRD0077786,TRD0090,CMP040,PWVJ,2026-01-28 09:56:37,BUY,Futures,Stop-Loss,42443,45.88,1947284.84,6.1986,5.9718,4,9,2.511,12.09,9999.0,True,4.2743,True,False,3,0.6658,0.6416,2.98,0.9064,0.9044,0.6535,84.14,High,True,front_running
TRD0051931,TRD0222,CMP000,SPDZ,2026-01-22 15:32:17,SELL,ETF,Market,59542,473.17,28173488.14,4.006,4.732,3,4,3.8239,31.72,9999.0,True,2.198,False,False,5,0.2754,0.7021,1.84,0.9655,0.7989,0.7193,85.22,Critical,True,insider_trading
TRD0043077,TRD0276,CMP005,QSGC,2026-06-18 17:38:17,SELL,Options,Market,112929,93.37,10544180.73,7.3312,2.5299,5,12,2.2534,9999.0,11.42,False,4.7713,True,True,7,0.3081,0.5356,1.65,0.874,0.6942,0.5957,74.45,High,True,pump_and_dump
TRD0022135,TRD0093,CMP046,LUQA,2025-11-17 12:19:44,BUY,Equity,Market,201604,185.73,37443910.92,0.9878,0.1829,2,21,1.0683,1183.81,9999.0,False,0.6748,False,False,3,0.0015,0.1006,1.73,0.0635,0.031,0.0026,4.83,Low,False,none
TRD0012117,TRD0319,CMP056,ASGU,2026-03-12 14:38:03,BUY,ETF,Cover Order,1894679,744.89,1411327440.31,10.6164,5.182,4,23,2.9162,40.18,2789.39,True,3.8892,False,False,5,0.5983,0.3621,0.72,0.7817,0.5973,0.8226,69.06,Medium,True,spoofing
TRD0004256,TRD0045,CMP001,LMTI,2026-03-10 17:56:11,BUY,ETF,Bracket Order,96211,355.85,34236684.35,7.3974,4.7289,2,11,3.5005,1084.88,16.91,False,2.1212,False,True,1,0.5954,0.788,1.94,0.8952,0.7557,0.2897,75.18,High,True,wash_trading
TRD0073713,TRD0475,CMP014,DJHR,2026-02-12 09:49:24,BUY,Equity,Market,340057,153.55,52215752.35,0.9287,1.4249,3,1,1.7293,44.89,9999.0,True,1.2789,False,False,0,0.0117,0.8184,-0.39,0.2218,0.1393,0.041,22.96,Low,False,none
TRD0101217,TRD0385,CMP044,UDJH,2026-01-17 10:46:13,SELL,ETF,Bracket Order,95302,60.86,5800079.72,7.7581,6.6366,5,6,1.9433,19.45,413.45,True,2.0592,False,False,4,0.0191,0.69,5.78,0.7447,0.7349,0.7824,74.19,High,True,layering
TRD0006076,TRD0475,CMP056,ASGU,2026-03-14 14:21:35,SELL,Options,Limit,1835112,734.11,1347174070.32,6.324,2.5996,5,18,2.348,9999.0,7.55,False,3.215,True,False,2,0.7059,0.8184,7.22,0.9353,0.7514,0.4568,79.67,High,True,spoofing
TRD0094511,TRD0359,CMP057,PNYK,2026-04-27 12:11:40,BUY,Futures,Cover Order,41208,85.39,3518751.12,5.8228,4.3443,4,24,1.8857,1143.43,2.69,False,3.5969,True,False,0,0.7117,0.3502,-0.55,0.6498,0.7864,0.7476,67.55,Medium,True,insider_trading
TRD0006276,TRD0350,CMP041,LXML,2026-06-23 09:11:02,BUY,ETF,Limit,12233,448.31,5484176.23,0.9063,0.9127,3,2,1.0828,9999.0,1590.16,False,1.659,False,False,0,0.0676,0.2726,-1.82,0.1824,0.1307,0.056,15.7,Low,False,none
TRD0014455,TRD0045,CMP006,XBFQ,2026-03-20 14:35:49,SELL,ETF,Bracket Order,125114,63.66,7964757.24,10.0154,4.2658,4,7,3.7226,7.72,769.97,True,2.378,False,False,2,0.953,0.788,5.21,0.5815,0.7322,0.8316,68.49,Medium,True,layering
TRD0105410,TRD0407,CMP030,FHSA,2025-12-27 09:27:43,BUY,Equity,Cover Order,667401,153.78,102632925.78,4.1157,3.0915,3,10,2.9216,29.57,415.64,True,2.9619,False,False,6,0.1459,0.0767,2.5,0.5413,0.874,0.661,61.26,Medium,True,insider_trading
TRD0085660,TRD0210,CMP049,JIRH,2026-01-26 14:49:19,BUY,Equity,Limit,199849,160.12,31999821.88,8.0141,5.3967,2,3,3.152,41.73,9999.0,True,3.4317,False,False,6,0.3747,0.8977,0.17,0.8767,0.8695,0.7102,85.17,Critical,True,wash_trading
TRD0001918,TRD0255,CMP053,SVJO,2026-03-11 16:05:34,SELL,ETF,Stop-Loss,152606,38.21,5831075.26,6.324,3.8327,2,5,1.5668,25.62,205.59,True,3.0011,False,True,5,0.2204,0.8046,5.49,0.8252,0.8157,0.6579,79.52,High,True,pump_and_dump
TRD0042156,TRD0427,CMP013,RXNL,2026-05-15 09:33:50,SELL,Equity,Stop-Loss,930729,125.53,116834411.37,9.4274,4.8175,1,4,3.546,17.8,1342.88,True,3.6402,False,False,1,0.0107,0.107,4.65,0.8406,0.5852,0.835,68.98,Medium,True,spoofing
TRD0028625,TRD0184,CMP003,NCBQ,2026-05-10 13:05:08,BUY,Equity,Limit,864132,130.35,112639606.2,5.0794,5.681,3,17,3.7994,42.95,1032.84,True,4.5655,False,False,2,1.0139,0.8894,3.19,0.904,0.9496,0.5344,86.08,Critical,True,front_running
TRD0088956,TRD0411,CMP040,PWVJ,2025-12-06 09:27:02,BUY,Options,Limit,1881,1.94,3649.14,0.7053,-0.0433,4,2,0.6118,1284.58,9999.0,False,-0.6439,True,False,0,0.0896,0.1075,-4.66,0.0149,0.0058,0.0961,3.36,Low,False,none
TRD0113942,TRD0095,CMP016,FWEI,2025-12-27 09:28:34,BUY,Equity,Stop-Loss,11924,837.02,9980626.48,1.4881,0.3005,3,24,0.7213,1030.89,264.16,False,0.3159,False,False,0,0.0511,0.04,-5.05,0.0112,0.0097,0.1469,3.4,Low,False,none
TRD0014646,TRD0336,CMP014,DJHR,2026-04-17 14:18:29,BUY,Options,Stop-Loss,249469,146.81,36624543.89,7.2482,3.3964,1,4,2.8411,258.05,11.96,False,4.7495,True,False,7,0.5649,0.7178,4.85,0.807,0.8322,0.7657,79.94,High,True,layering
TRD0086879,TRD0090,CMP008,OIUY,2026-03-02 08:05:59,BUY,Equity,Limit,45140,883.27,39870807.8,7.2816,3.4175,5,12,3.967,52.14,1737.1,False,2.5848,False,True,3,0.4669,0.6416,2.96,0.888,0.9621,0.6685,85.27,Critical,True,insider_trading
TRD0039949,TRD0203,CMP016,FWEI,2026-04-22 13:43:58,BUY,ETF,Cover Order,11072,846.64,9373998.08,2.388,0.2933,5,23,1.7694,9999.0,122.27,False,0.2491,False,False,6,0.1239,0.1169,4.39,0.0537,0.0847,0.026,6.52,Low,False,none
TRD0022567,TRD0338,CMP041,LXML,2026-01-07 10:20:28,BUY,Options,Bracket Order,71818,488.07,35052211.26,11.8855,6.3514,1,2,2.2431,2.78,458.4,True,3.3034,True,False,0,0.4137,0.3128,-0.86,0.7045,0.8449,0.581,68.89,Medium,True,spoofing
TRD0035767,TRD0304,CMP025,JXOT,2025-10-16 13:39:05,BUY,ETF,Stop-Loss,8283,256.19,2122021.77,1.3304,1.7652,3,15,1.224,588.93,9999.0,False,-1.2978,False,False,5,0.0999,0.0816,1.35,0.0378,0.0748,0.0375,5.32,Low,False,none
TRD0067975,TRD0352,CMP025,JXOT,2026-05-13 11:10:41,SELL,ETF,Stop-Loss,5176,215.86,1117291.36,0.7593,-0.2907,4,6,1.0814,789.82,344.4,False,0.7041,False,False,0,0.0003,0.1237,-3.16,0.0026,0.0781,0.0326,4.19,Low,False,none
TRD0106504,TRD0207,CMP058,JGPO,2026-02-08 18:01:33,BUY,Equity,Bracket Order,201535,321.58,64809625.3,11.5712,3.9534,1,11,2.03,3.63,1002.04,True,4.0462,False,True,3,0.7917,0.5604,2.3,0.7849,0.9321,0.8654,81.87,High,True,wash_trading
TRD0081070,TRD0145,CMP055,NKNY,2025-10-03 10:20:22,BUY,Equity,Market,5540,1116.47,6185243.8,0.7717,-1.0626,3,4,1.2575,2034.35,9999.0,False,0.37,False,False,0,0.05,0.1415,-4.01,0.0073,0.0076,0.0797,3.17,Low,False,none
TRD0022346,TRD0207,CMP013,RXNL,2026-05-15 10:32:34,SELL,Futures,Bracket Order,119629,92.76,11096786.04,8.4697,4.5319,3,1,3.5234,16.82,1343.86,True,4.6299,True,False,2,0.4555,0.5604,7.14,0.5618,0.8718,0.5593,65.43,Medium,True,insider_trading
TRD0074347,TRD0419,CMP012,INMT,2025-10-12 08:24:00,BUY,ETF,Stop-Loss,119409,232.88,27807967.92,1.0626,-1.1011,2,19,0.7844,2703.01,9999.0,False,-0.3038,False,True,1,0.048,0.0961,1.01,0.0976,0.2469,0.0117,12.94,Low,False,none
TRD0003281,TRD0042,CMP016,FWEI,2025-12-15 10:45:54,SELL,ETF,Limit,982455,858.52,843457266.6,9.8836,4.9529,4,14,2.3104,22.55,645.69,True,3.6073,False,False,5,0.6207,0.4561,3.24,0.7689,0.7431,0.6916,71.83,High,True,pump_and_dump
TRD0061238,TRD0271,CMP029,OPWR,2026-03-19 12:31:51,SELL,ETF,Market,15347,78.62,1206581.14,1.201,-0.2098,4,15,1.3332,1173.44,396.27,False,0.4413,False,False,6,0.0584,0.4495,1.47,0.0303,0.0988,0.1192,10.61,Low,False,none
TRD0041018,TRD0206,CMP004,KQZJ,2026-02-13 10:07:23,BUY,ETF,Bracket Order,2125,140.44,298435.0,1.1847,-0.0856,1,3,1.8057,2039.46,1593.31,False,-0.2771,False,False,7,0.0348,0.2296,1.98,0.0625,0.2831,0.0028,13.64,Low,False,none
TRD0053044,TRD0492,CMP007,PZVF,2026-05-13 17:31:42,BUY,ETF,Market,113790,10.27,1168623.3,0.6257,0.6309,4,6,1.0762,9999.0,1441.06,False,-0.2969,False,True,6,0.0501,0.0981,7.49,0.0369,0.024,0.0527,4.15,Low,False,none
TRD0115288,TRD0271,CMP042,EKVN,2026-04-29 12:35:44,SELL,Equity,Bracket Order,13762,214.85,2956765.7,0.8577,-0.9256,5,14,0.7863,67.62,1456.14,False,1.2454,False,False,0,0.022,0.4495,-0.38,0.0083,0.0386,0.1289,7.96,Low,False,none
TRD0068091,TRD0042,CMP054,SCIM,2026-06-14 07:13:53,SELL,Equity,Bracket Order,1370213,138.91,190336287.83,11.4784,2.815,4,15,3.8173,9999.0,11.28,False,4.2582,False,True,7,0.3162,0.4561,4.85,0.9444,0.9246,0.7809,86.51,Critical,True,pump_and_dump
